"","name","category_list","market","funding_total_usd","status","state_code","region","city","funding_rounds","founded_at","founded_month","founded_quarter","founded_year","seed","venture","equity_crowdfunding","undisclosed","convertible_note","debt_financing","angel","grant","private_equity","post_ipo_equity","post_ipo_debt","secondary_market","product_crowdfunding","round_A","round_B","round_C","round_D","round_E","round_F","round_G","round_H","first_funding_day","first_funding_month","first_funding_year","last_funding_day","last_funding_month","last_funding_year","post_success"
"3694","Brainpark","|Reviews and Recommendations|Software|Collaboration|Enterprises|CRM|Networking|Social Business|SaaS|Enterprise Software|","Networking",3700000,"operating","CA","SF Bay Area","Alamo",2,"1","1","Q1","2007",0,3700000,0,0,0,0,0,0,0,0,0,0,0,3700000,0,0,0,0,0,0,0,"8","7","2009","24","9","2010","0"
"3696","BrainRush","|Education|","Education",875000,"operating","CA","Los Angeles","Santa Monica",1,"1","10","Q4","2012",0,0,0,0,0,875000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15","10","2012","15","10","2012","0"
"3697","BrainScope Company","|Biotechnology|","Biotechnology",22723750,"operating","MD","Washington, D.C.","Bethesda",9,"1","1","Q1","1990",0,3755000,0,0,1e+07,8668750,0,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","7","2009","29","1","2014","0"
"3699","BrainStorm Cell Therapeutics","|Biotechnology|","Biotechnology",18139599,"operating","NY","New York City","New York",5,"1","1","Q1","2004",206910,1632689,0,0,0,0,0,5800000,0,10500000,0,0,0,0,0,0,0,0,0,0,0,"27","7","2012","24","7","2014","1"
"3701","Braintree","|Accounting|Credit Cards|Billing|Payments|Software|","Accounting",6.9e+07,"acquired","IL","Chicago","Chicago",2,"1","10","Q4","2007",0,6.9e+07,0,0,0,0,0,0,0,0,0,0,0,3.4e+07,3.5e+07,0,0,0,0,0,0,"29","6","2011","17","9","2012","1"
"3702","BrakeQuotes.com","|Automotive|","Automotive",50000,"operating","FL","Fort Myers","Sanibel",1,"17","2","Q1","2014",50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","2","2014","1","2","2014","0"
"3703","Bramasol","|Software|","Software",9050000,"operating","CA","SF Bay Area","South San Francisco",14,"1","1","Q1","2003",0,6325000,0,0,0,2725000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20","5","2009","25","2","2013","0"
"3704","Brammo","|Batteries|Automotive|Energy|Clean Technology|","Energy",6.6e+07,"operating","OR","Medford","Ashland",5,"1","1","Q1","2002",0,6.3e+07,0,0,0,3e+06,0,0,0,0,0,0,0,0,2.8e+07,1.3e+07,9500000,0,0,0,0,"22","9","2010","25","9","2014","0"
"3705","Branch","|Messaging|Curated Web|","Messaging",2e+06,"acquired","NY","New York City","New York",1,"1","9","Q3","2011",2e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6","3","2012","6","3","2012","1"
"3706","Branch Metrics","|Software|","Software",3e+06,"operating","CA","SF Bay Area","Palo Alto",1,"15","4","Q2","2014",3e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23","9","2014","23","9","2014","0"
"3708","Branching Minds","|K-12 Education|Neuroscience|Personal Health|Marketplaces|Charter Schools|Parenting|Teachers|Skill Assessment|Education|","Personal Health",340170,"operating","NY","New York City","New York",3,"1","1","Q1","2012",340170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24","7","2014","24","7","2014","0"
"3710","BranchOut","|Networking|Career Management|Social Network Media|Facebook Applications|Employment|Mobile|","Networking",4.9e+07,"acquired","CA","SF Bay Area","San Francisco",3,"1","7","Q3","2010",0,4.9e+07,0,0,0,0,0,0,0,0,0,0,0,6e+06,1.8e+07,2.5e+07,0,0,0,0,0,"17","9","2010","19","4","2012","1"
"3712","Brand Affinity Technologies","|Advertising|","Advertising",27500000,"operating","CA","Anaheim","Irvine",2,"1","1","Q1","2007",0,27500000,0,0,0,0,0,0,0,0,0,0,0,0,0,2e+07,7500000,0,0,0,0,"24","8","2010","2","5","2012","0"
"3713","Brand Networks","|Sales and Marketing|Services|Social Media|Facebook Applications|Software|","Software",6.8e+07,"operating","MA","Boston","Boston",1,"1","1","Q1","2006",0,0,0,0,0,0,0,0,6.8e+07,0,0,0,0,0,0,0,0,0,0,0,0,"6","6","2013","6","6","2013","0"
"3714","Brand Thunder","|Brand Marketing|Browser Extensions|Web Browsers|Public Relations|","Public Relations",1660000,"operating","OH","Columbus, Ohio","Dublin",3,"6","7","Q3","2006",1160000,0,0,0,0,0,5e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10","4","2008","28","1","2009","0"
"3715","BRAND-YOURSELF","|Social Media|","Social Media",1415000,"operating","NY","New York City","New York",2,"1","1","Q1","2008",0,1200000,0,0,0,215000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12","7","2011","23","4","2013","0"
"3716","Brand.net","|Advertising|","Advertising",2.7e+07,"operating","CA","SF Bay Area","San Mateo",3,"1","1","Q1","2007",0,2.7e+07,0,0,0,0,0,0,0,0,0,0,0,3e+06,1e+07,1.4e+07,0,0,0,0,0,"12","11","2007","22","6","2010","0"
"3717","BrandBacker","|Analytics|Social Media|Private Social Networking|Advertising|","Private Social Networking",40000,"operating","NY","New York City","Brooklyn",1,"1","11","Q4","2013",40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17","7","2012","17","7","2012","0"
"3719","BrandBoards","|Web Development|News|Advertising|","Advertising",5e+05,"operating","CA","SF Bay Area","Palo Alto",2,"1","8","Q3","2011",5e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13","10","2011","1","2","2012","0"
"3720","Brandcast","|Enterprise Software|Web CMS|","Enterprise Software",3300000,"operating","CA","SF Bay Area","San Francisco",2,"1","6","Q2","2012",3e+05,0,0,0,0,0,3e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","1","2012","1","1","2013","0"
"3723","BrandFiesta","|Freelancers|Moneymaking|Forums|Curated Web|","Moneymaking",1e+05,"operating","NY","New York City","New York",1,"30","4","Q2","2011",1e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","4","2011","1","4","2011","0"
"3725","BRANDiD - Shop. Like a Man.","|Mobile Commerce|Fashion|Marketplaces|","Mobile Commerce",2312671,"operating","CA","SF Bay Area","San Francisco",2,"1","1","Q1","2014",0,2137671,0,0,175000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"30","1","2014","25","9","2014","0"
"3726","Branding Brand","|E-Commerce Platforms|Web Development|Mobile Software Tools|Apps|Mobile Commerce|Mobile|","Web Development",1.7e+07,"operating","PA","Pittsburgh","Pittsburgh",2,"1","3","Q1","2008",0,1.7e+07,0,0,0,0,0,0,0,0,0,0,0,7500000,9500000,0,0,0,0,0,0,"1","10","2012","19","9","2013","0"
"3727","Brandizi","|Social Media Marketing|Email Marketing|Big Data|Small and Medium Businesses|Sales and Marketing|Software|","Software",5e+05,"operating","CA","SF Bay Area","San Ramon",1,"1","1","Q1","2013",5e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","1","2013","1","1","2013","0"
"3728","Brandle","|Risk Management|Brand Marketing|Social Media|","Risk Management",1050000,"operating","CA","Napa Valley","Petaluma",1,"1","9","Q3","2011",0,0,0,0,0,0,1050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25","2","2013","25","2","2013","0"
"3729","Brandlive","|SaaS|Mass Customization|Software|","SaaS",1715000,"operating","OR","Portland, Oregon","Portland",4,"25","7","Q3","2010",65000,1600000,0,0,0,50000,0,0,0,0,0,0,0,1600000,0,0,0,0,0,0,0,"1","7","2010","11","9","2013","0"
"3733","BrandYourself","|SEO|Reputation|Search|Human Resources|Employment|Internet|Personalization|Entrepreneur|Brand Marketing|Curated Web|","SEO",4800000,"operating","NY","New York City","New York",3,"8","4","Q2","2009",3e+05,4500000,0,0,0,0,0,0,0,0,0,0,0,4500000,0,0,0,0,0,0,0,"1","1","2010","5","6","2014","0"
"3734","Brass Monkey","|Android|iPhone|Games|","Games",750000,"operating","MA","Boston","Jamaica Plain",1,"23","6","Q2","2010",750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18","1","2012","18","1","2012","0"
"3735","BraveNewTalent","|Communities|Knowledge Management|Education|Enterprise Software|","Communities",1845836,"operating","CA","SF Bay Area","San Francisco",3,"5","6","Q2","2011",0,0,0,0,0,0,1845836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","3","2010","1","4","2013","0"
"3738","BravoSolution","|Software|","Software",8080000,"operating","PA","Philadelphia","Malvern",2,"1","1","Q1","1995",0,8080000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16","8","2005","1","6","2007","0"
"3739","Brazen Careerist","|Enterprise Software|","Enterprise Software",2100000,"operating","WI","Madison","Madison",2,"1","1","Q1","2008",0,2100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","1","2010","1","3","2012","0"
"3740","Brazzlebox","|Social Network Media|","Social Network Media",1300000,"operating","NY","Syracuse","Syracuse",1,"5","2","Q1","2012",1300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20","1","2013","20","1","2013","0"
"3741","BRD Motorcycles","|Clean Technology|Automotive|","Clean Technology",6300000,"operating","CA","SF Bay Area","San Francisco",3,"1","1","Q1","2011",1800000,4500000,0,0,0,0,0,0,0,0,0,0,0,4500000,0,0,0,0,0,0,0,"3","10","2012","1","10","2014","0"
"3742","Breach Security","|Security|","Security",3.1e+07,"acquired","CA","San Diego","Carlsbad",4,"1","1","Q1","2004",0,3.1e+07,0,0,0,0,0,0,0,0,0,0,0,0,6e+06,0,0,0,0,0,0,"30","5","2006","21","5","2009","1"
"3743","Bread","|Advertising|","Advertising",3500000,"acquired","CA","SF Bay Area","San Francisco",3,"1","1","Q1","2011",0,3500000,0,0,0,0,0,0,0,0,0,0,0,2500000,0,0,0,0,0,0,0,"1","1","2011","27","7","2012","1"
"3744","Break Media","|Entertainment|Mens Specific|Internet|Video|Sales and Marketing|Advertising|Games|","Internet",21400000,"operating","CA","Los Angeles","Los Angeles",2,"1","1","Q1","1998",0,21400000,0,0,0,0,0,0,0,0,0,0,0,21400000,0,0,0,0,0,0,0,"1","3","2006","1","7","2007","0"
"3745","BreakingPoint Systems","|Security|","Security",2e+07,"acquired","TX","Austin","Austin",2,"28","8","Q3","2005",0,2e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5e+07,0,0,0,0,0,"12","11","2007","22","4","2010","1"
"3747","Breakthrough Behavioral","|Marketplaces|Medical|Therapeutics|Health Care|Health and Wellness|","Therapeutics",5900000,"operating","CA","SF Bay Area","Redwood City",2,"1","1","Q1","2009",0,5e+06,0,0,0,0,9e+05,0,0,0,0,0,0,5e+06,0,0,0,0,0,0,0,"13","8","2012","11","7","2013","0"
"3748","Breaktime Studios","|Mobile Games|Social Games|Games|","Mobile Games",17363449,"closed","CA","SF Bay Area","San Francisco",4,"1","3","Q1","2011",0,15788450,0,0,0,1574999,0,0,0,0,0,0,0,6588450,4950000,0,0,0,0,0,0,"14","11","2011","1","4","2013","0"
"3750","BreathalEyes","|Technology|Apps|","Technology",30000,"operating","TN","Nashville","Nashville",1,"1","1","Q1","2011",30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28","8","2014","28","8","2014","0"
"3751","Breathe Technologies","|Health and Wellness|","Health and Wellness",3.8e+07,"operating","CA","Anaheim","Irvine",2,"1","1","Q1","2005",0,3.8e+07,0,0,0,0,0,0,0,0,0,0,0,0,1.5e+07,2.3e+07,0,0,0,0,0,"28","3","2008","20","5","2010","0"
"3752","BreatheAmerica","|Health and Wellness|","Health and Wellness",29800000,"operating","TN","Nashville","Nashville",4,"1","1","Q1","2006",0,2.2e+07,0,0,0,2800000,0,0,5e+06,0,0,0,0,0,2.2e+07,0,0,0,0,0,0,"20","6","2008","24","9","2013","0"
"3753","Breathometer","|Health Care|Social Media|Local|Mobile|","Health Care",4600000,"operating","CA","SF Bay Area","Burlingame",2,"1","9","Q3","2012",4600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17","10","2013","30","8","2014","0"
"3755","Breeze","|Automotive|RFID|Hardware|Payments|","Hardware",10000,"operating","MD","Washington, D.C.","Southern Md Facility",1,"1","11","Q4","2012",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","12","2013","1","12","2013","0"
"3756","Breezeplay","|Hardware + Software|","Hardware + Software",5e+05,"operating","NC","Charlotte","Charlotte",1,"1","1","Q1","2008",0,5e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25","8","2009","25","8","2009","0"
"3757","Breezeworks","|Local|Mobile|","Local",7e+06,"operating","CA","SF Bay Area","San Francisco",2,"1","1","Q1","2012",2e+06,5e+06,0,0,0,0,0,0,0,0,0,0,0,5e+06,0,0,0,0,0,0,0,"9","9","2013","18","11","2014","0"
"3758","Breezy","|Apps|Enterprises|Mobile|Printing|Enterprise Software|","Printing",3410564,"operating","CA","SF Bay Area","Oakland",2,"1","1","Q1","2009",0,2660564,0,0,0,0,750000,0,0,0,0,0,0,2660564,0,0,0,0,0,0,0,"8","3","2011","24","2","2014","0"
"3759","Breitbart News Network","|News|","News",1e+07,"operating","CA","Los Angeles","Los Angeles",1,"1","1","Q1","2007",0,1e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26","9","2011","26","9","2011","0"
"3760","Breker Verification Systems","|Software|","Software",5e+06,"operating","CA","SF Bay Area","Mountain View",1,"1","1","Q1","2003",0,5e+06,0,0,0,0,0,0,0,0,0,0,0,5e+06,0,0,0,0,0,0,0,"12","7","2012","12","7","2012","0"
"3764","brettapproved","|Travel|","Travel",25000,"operating","AZ","Phoenix","Phoenix",1,"1","7","Q3","2012",0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"27","11","2013","27","11","2013","0"
"3765","Brevado","|Customer Service|Software|","Customer Service",50000,"operating","NC","Raleigh","Durham",1,"1","9","Q3","2013",50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28","8","2013","28","8","2013","0"
"3766","Brevity","|Software|","Software",11200000,"operating","CA","Los Angeles","Burbank",3,"1","1","Q1","2010",0,3500000,0,0,0,0,7700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","1","2012","12","6","2013","0"
"3768","Briabe Mobile","|SMS|Advertising|App Marketing|Mobile|","Mobile",2e+06,"operating","CA","Los Angeles","Venice",1,"1","1","Q1","2005",0,2e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19","4","2011","19","4","2011","0"
"3771","Brickfish","|Social Media Platforms|Social Network Media|Social Media Marketing|Apps|SaaS|Media|Social Media|Facebook Applications|Software|","Social Media Platforms",3940261,"operating","IL","Chicago","Chicago",2,"1","11","Q4","2005",0,3940261,0,0,0,0,0,0,0,0,0,0,0,940261,0,0,0,0,0,0,0,"28","12","2009","16","7","2010","0"
"3772","Brickleys Property Solutions","|Real Estate|","Real Estate",220000,"operating","NM","Albuquerque","Albuquerque",1,"1","7","Q3","2007",0,0,220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14","10","2014","14","10","2014","0"
"3773","Brickstream","|Retail|Analytics|","Retail",30168583,"operating","GA","Atlanta","Norcross",5,"1","1","Q1","2000",0,30168583,0,0,0,0,0,0,0,0,0,0,0,0,0,8798583,0,0,0,0,0,"13","7","2009","8","7","2014","0"
"3774","BrickTrends","|Advertising|E-Commerce|","Advertising",1e+06,"operating","TX","Austin","Austin",1,"1","8","Q3","2013",1e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","8","2013","1","8","2013","0"
"3776","Bricsnet","|Real Estate|","Real Estate",2.3e+07,"operating","CA","SF Bay Area","San Francisco",2,"1","1","Q1","1986",0,2.3e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17","10","2007","1","12","2010","0"
"3777","Bridesandlovers.com","|Online Dating|Social Media|","Online Dating",150000,"operating","FL","Tampa","St. Petersburg",1,"12","11","Q4","2009",150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","2","2010","1","2","2010","0"
"3780","Bridge Energy Group","|Software|IT Management|Clean Energy|Clean Technology|Consulting|","Software",1.1e+07,"operating","MA","Boston","Marlborough",2,"1","1","Q1","2006",0,1.1e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19","9","2011","3","10","2011","0"
"3782","Bridge Semiconductor","|Semiconductors|","Semiconductors",12539293,"operating","PA","Pittsburgh","Pittsburgh",5,"1","1","Q1","1997",0,9224293,0,0,0,3315000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","9","2009","10","5","2012","0"
"3783","Bridge Software LLC","|Building Products|Home Renovation|Construction|Software|","Home Renovation",6e+05,"operating","MO","St. Louis","St Louis",2,"24","9","Q3","2012",6e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20","8","2013","22","4","2014","0"
"3784","Bridge U.S.","|Professional Services|Automotive|Technology|Legal|Software|","Technology",8e+05,"operating","CA","SF Bay Area","San Francisco",1,"1","1","Q1","2012",8e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26","3","2014","26","3","2014","0"
"3785","BridgeCrest Medical","|Mobile Health|Health Care Information Technology|Analytics|Mobile|","Mobile",30000,"operating","CA","San Diego","San Diego",2,"15","1","Q1","2013",30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","1","2014","1","9","2014","0"
"3786","Bridgefy","|Peer-to-Peer|Messaging|Apps|Mobile Commerce|","Messaging",115000,"operating","CA","SF Bay Area","San Francisco",2,"3","3","Q1","2014",115000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","4","2014","1","9","2014","0"
"3787","Bridgeline Digital","|Software|","Software",7540000,"operating","MA","Boston","Burlington",3,"1","1","Q1","2000",0,7540000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","6","2012","12","11","2014","0"
"3788","BridgeLux","|Manufacturing|","Manufacturing",244789135,"operating","CA","SF Bay Area","Sunnyvale",9,"1","1","Q1","2002",0,234789135,0,0,0,1e+07,0,0,0,0,0,0,0,0,0,2.3e+07,103289135,6e+07,0,0,0,"3","4","2006","13","2","2012","0"
"3789","BridgePoint Medical","|Health Care|","Health Care",35301007,"acquired","MN","Minneapolis","Plymouth",5,"1","1","Q1","2005",0,34300007,0,0,0,1001000,0,0,0,0,0,0,0,0,1e+07,9100000,0,0,0,0,0,"23","1","2007","25","3","2011","1"
"3791","Bridgestream","|Software|","Software",6500000,"acquired","CA","SF Bay Area","Redwood Shores",1,"1","1","Q1","2000",0,6500000,0,0,0,0,0,0,0,0,0,0,0,0,6500000,0,0,0,0,0,0,"5","4","2006","5","4","2006","1"
"3792","Bridgevine","|Internet Marketing|Advertising|Software|","Internet Marketing",16550000,"operating","FL","Florida's Treasure Coast","Vero Beach",4,"1","1","Q1","2003",0,13850000,0,0,0,0,2700000,0,0,0,0,0,0,3250000,7100000,3500000,0,0,0,0,0,"1","1","2004","3","6","2009","0"
"3793","BridgeWave Communications","|Wireless|Mobile|","Wireless",43143037,"operating","CA","SF Bay Area","Santa Clara",8,"1","1","Q1","1999",0,41543199,0,0,0,1599838,0,0,0,0,0,0,0,0,7e+06,7800000,1e+07,0,0,0,0,"14","12","2005","4","1","2013","0"
"3797","Briefcase","|Software|","Software",318000,"operating","KS","Kansas City","Olathe",2,"15","3","Q1","2013",3e+05,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14","5","2013","17","12","2013","0"
"3799","Brigade","|Social Network Media|Social Media|Politics|","Politics",9e+06,"operating","CA","SF Bay Area","San Francisco",1,"14","4","Q2","2014",0,9e+06,0,0,0,0,0,0,0,0,0,0,0,9e+06,0,0,0,0,0,0,0,"6","8","2014","6","8","2014","0"
"3800","Briggo","|Hospitality|","Hospitality",5099719,"operating","TX","Austin","Austin",2,"1","1","Q1","2011",0,2949719,0,0,0,2150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11","1","2012","16","7","2013","0"
"3803","Bright Computing","|Software|","Software",14500000,"operating","CA","SF Bay Area","San Jose",1,"1","10","Q4","2009",0,14500000,0,0,0,0,0,0,0,0,0,0,0,0,14500000,0,0,0,0,0,0,"28","7","2014","28","7","2014","0"
"3804","Bright Funds","|Consumer Internet|Social Commerce|Financial Services|Nonprofits|","Social Commerce",2200000,"operating","CA","SF Bay Area","San Francisco",3,"8","2","Q1","2012",1e+06,0,0,0,850000,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11","2","2013","12","11","2014","0"
"3805","Bright Pattern","|Customer Support Tools|Contact Centers|Customer Service|Enterprise Software|","Customer Support Tools",7e+06,"operating","CA","SF Bay Area","San Bruno",3,"1","1","Q1","2010",2e+06,3500000,0,0,0,0,1500000,0,0,0,0,0,0,3500000,0,0,0,0,0,0,0,"1","10","2010","4","10","2013","0"
"3806","Bright View Technologies","|Hardware + Software|","Hardware + Software",26500000,"operating","NC","Raleigh","Morrisville",3,"1","1","Q1","2002",0,26500000,0,0,0,0,0,0,0,0,0,0,0,0,1.5e+07,4e+06,0,0,0,0,0,"1","1","2006","22","4","2009","0"
"3808","Bright.com","|Curated Web|","Curated Web",2e+07,"acquired","CA","SF Bay Area","San Francisco",2,"20","2","Q1","2011",0,2e+07,0,0,0,0,0,0,0,0,0,0,0,6e+06,1.4e+07,0,0,0,0,0,0,"19","6","2012","18","9","2013","1"
"3809","Bright.md","|Mobile Health|Health Care Information Technology|Enterprise Software|SaaS|","Health Care Information Technology",1e+06,"operating","OR","Portland, Oregon","Portland",2,"1","1","Q1","2014",1e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","4","2014","28","10","2014","0"
"3810","Brightbox Charge","|Mobile|","Mobile",1432815,"operating","NY","New York City","New York",2,"1","1","Q1","2011",1007815,0,0,0,0,425000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28","2","2013","2","8","2013","0"
"3812","BrightBytes","|Big Data|Big Data Analytics|Analytics|","Big Data",18470000,"operating","CA","SF Bay Area","San Francisco",4,"1","3","Q1","2012",750000,17500000,0,0,0,0,220000,0,0,0,0,0,0,2500000,1.5e+07,0,0,0,0,0,0,"3","3","2012","12","3","2014","0"
"3814","BrightDoor Systems","|Internet|SaaS|Real Estate|","SaaS",2200000,"operating","NC","Raleigh","Cary",2,"1","1","Q1","2005",0,2200000,0,0,0,0,0,0,0,0,0,0,0,2e+05,0,0,0,0,0,0,0,"13","4","2007","1","9","2008","0"
"3815","BrightEdge","|SEO|Search|","Search",61900000,"operating","CA","SF Bay Area","San Mateo",4,"1","1","Q1","2007",0,61900000,0,0,0,0,0,0,0,0,0,0,0,0,6500000,12600000,42800000,0,0,0,0,"8","8","2008","11","6","2013","0"
"3817","Brighter.com","|Curated Web|","Curated Web",2.8e+07,"operating","CA","Los Angeles","Santa Monica",3,"1","1","Q1","2011",0,2.8e+07,0,0,0,0,0,0,0,0,0,0,0,5e+06,8e+06,1.5e+07,0,0,0,0,0,"1","1","2011","29","10","2013","0"
"3818","Brightergy","|Enterprise Software|Energy IT|Energy Efficiency|Energy Management|Energy|","Energy",2500000,"operating","MO","Kansas City","Kansas City",1,"1","1","Q1","2003",0,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16","10","2011","16","10","2011","0"
"3819","BrightFarms","|Organic Food|Clean Technology|","Organic Food",11600000,"operating","NY","New York City","New York",3,"1","1","Q1","2011",0,11600000,0,0,0,0,0,0,0,0,0,0,0,4300000,7300000,0,0,0,0,0,0,"13","12","2011","3","6","2014","0"
"3820","BrightFunnel","|Enterprise Software|","Enterprise Software",3198000,"operating","CA","SF Bay Area","San Francisco",3,"25","10","Q4","2012",2528000,0,0,0,0,0,670000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","2","2013","9","10","2014","0"
"3822","Brightkite","|Chat|Local|Maps|Android|Mobile|iPhone|Gps|Location Based Services|Social Network Media|Finance|Social Media|","Finance",2094920,"acquired","CA","SF Bay Area","Burlingame",4,"1","1","Q1","2007",15000,1079920,0,0,0,0,1e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","8","2007","6","7","2009","1"
"3823","Brightleaf","|Legal|","Legal",6500000,"operating","MA","Boston","Westwood",3,"1","1","Q1","2006",0,6e+06,0,0,0,5e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","4","2010","25","2","2013","0"
"3824","BrightLine","|Messaging|Television|Advertising|","Messaging",3e+07,"operating","NY","New York City","New York",1,"1","1","Q1","2003",0,3e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19","7","2011","19","7","2011","0"
